id,sample_size,start_date,duration,set,date_sampled,pfmg_sampled,pfmg_with_error,sampling_bias,prop_recaptured_individuals,rel_tau_sd,obs_error,scenario
46,4,192.86393149491474,66.60371238241166,1,204,0.167198915897457,0.167198915897457,none,0.19148936170212766,0.1,0,siskin37
46,4,192.86393149491474,66.60371238241166,1,237,0.6626667932813378,0.6626667932813378,none,0.19148936170212766,0.1,0,siskin37
47,1,192.50233315829252,76.28958124098463,1,243,0.6619208812038793,0.6619208812038793,none,0.19148936170212766,0.1,0,siskin37
48,1,204.5231618471939,60.40798145334026,1,265,1,1,none,0.19148936170212766,0.1,0,siskin37
49,2,189.7398303523298,58.912144019924696,1,252,1,1,none,0.19148936170212766,0.1,0,siskin37
49,2,189.7398303523298,58.912144019924696,1,292,1,1,none,0.19148936170212766,0.1,0,siskin37
50,1,185.58740161080527,73.8212680753335,1,284,1,1,none,0.19148936170212766,0.1,0,siskin37
51,1,208.16487544703372,78.81205107966368,1,201,0,0,none,0.19148936170212766,0.1,0,siskin37
52,2,197.34630263117876,70.99073446788525,1,290,1,1,none,0.19148936170212766,0.1,0,siskin37
52,2,197.34630263117876,70.99073446788525,1,223,0.3613668397870492,0.3613668397870492,none,0.19148936170212766,0.1,0,siskin37
53,3,192.75056421819534,72.04400694806682,1,330,1,1,none,0.19148936170212766,0.1,0,siskin37
53,3,192.75056421819534,72.04400694806682,1,202,0.12838591540962113,0.12838591540962113,none,0.19148936170212766,0.1,0,siskin37
53,3,192.75056421819534,72.04400694806682,1,212,0.2671899662060813,0.2671899662060813,none,0.19148936170212766,0.1,0,siskin37
54,1,197.37517318794067,68.35531915854813,1,191,0,0,none,0.19148936170212766,0.1,0,siskin37
55,1,191.50148754601352,79.37875337327515,1,250,0.7369542852216355,0.7369542852216355,none,0.19148936170212766,0.1,0,siskin37
56,1,193.04149220829888,87.63806171406851,1,185,0,0,none,0.19148936170212766,0.1,0,siskin37
57,1,192.95553534385775,88.71749591830203,1,258,0.7331638926783985,0.7331638926783985,none,0.19148936170212766,0.1,0,siskin37
58,1,194.12345401132114,77.3924521715568,1,329,1,1,none,0.19148936170212766,0.1,0,siskin37
59,1,199.01702819524675,71.98326698730013,1,296,1,1,none,0.19148936170212766,0.1,0,siskin37
60,1,192.7871877907099,87.2058385736793,1,241,0.5528622050753584,0.5528622050753584,none,0.19148936170212766,0.1,0,siskin37
61,1,192.23891997055068,77.02224367313397,1,194,0.022864564124137524,0.022864564124137524,none,0.19148936170212766,0.1,0,siskin37
62,2,191.8327178569142,87.32520200707047,1,226,0.3912648508997365,0.3912648508997365,none,0.19148936170212766,0.1,0,siskin37
62,2,191.8327178569142,87.32520200707047,1,225,0.379813403012802,0.379813403012802,none,0.19148936170212766,0.1,0,siskin37
63,1,200.78044962763917,85.24699964923984,1,275,0.8706412035349874,0.8706412035349874,none,0.19148936170212766,0.1,0,siskin37
64,1,174.71330743363828,75.11082455027955,1,234,0.7893228828379447,0.7893228828379447,none,0.19148936170212766,0.1,0,siskin37
65,2,186.54649668729022,70.58471005951793,1,275,1,1,none,0.19148936170212766,0.1,0,siskin37
65,2,186.54649668729022,70.58471005951793,1,205,0.26143768667675416,0.26143768667675416,none,0.19148936170212766,0.1,0,siskin37
66,1,199.05320394319259,67.74248158060983,1,284,1,1,none,0.19148936170212766,0.1,0,siskin37
67,1,190.67116686900297,79.8616983590538,1,205,0.17942059116468298,0.17942059116468298,none,0.19148936170212766,0.1,0,siskin37
68,1,192.42999860003044,73.56415842846883,1,253,0.8233629350747711,0.8233629350747711,none,0.19148936170212766,0.1,0,siskin37
69,1,190.64641255698476,105.17351256136095,1,321,1,1,none,0.19148936170212766,0.1,0,siskin37
70,1,189.09410733736206,85.44142784214331,1,217,0.32660845408851624,0.32660845408851624,none,0.19148936170212766,0.1,0,siskin37
71,1,190.90407576186902,84.45368906079615,1,273,0.9720821571101781,0.9720821571101781,none,0.19148936170212766,0.1,0,siskin37
72,1,199.00729856699664,66.25557690104729,1,314,1,1,none,0.19148936170212766,0.1,0,siskin37
73,3,196.74344028390146,80.28108051406466,1,271,0.9249571535486413,0.9249571535486413,none,0.19148936170212766,0.1,0,siskin37
73,3,196.74344028390146,80.28108051406466,1,176,0,0,none,0.19148936170212766,0.1,0,siskin37
73,3,196.74344028390146,80.28108051406466,1,192,0,0,none,0.19148936170212766,0.1,0,siskin37
74,1,190.0668642480064,72.60050136349986,1,255,0.8943896327503731,0.8943896327503731,none,0.19148936170212766,0.1,0,siskin37
75,1,188.87063191213568,75.24365887095297,1,256,0.8921598058248987,0.8921598058248987,none,0.19148936170212766,0.1,0,siskin37
76,1,186.4403107994532,67.99278954412922,1,209,0.3317953175888591,0.3317953175888591,none,0.19148936170212766,0.1,0,siskin37
77,2,204.22160497846474,75.36236823775668,1,293,1,1,none,0.19148936170212766,0.1,0,siskin37
77,2,204.22160497846474,75.36236823775668,1,262,0.7666743544902054,0.7666743544902054,none,0.19148936170212766,0.1,0,siskin37
78,1,193.97309383018757,77.3751773072111,1,291,1,1,none,0.19148936170212766,0.1,0,siskin37
79,1,187.070028580086,73.91393299449025,1,302,1,1,none,0.19148936170212766,0.1,0,siskin37
80,2,196.94740552664882,67.2649021303297,1,246,0.7292450136671409,0.7292450136671409,none,0.19148936170212766,0.1,0,siskin37
80,2,196.94740552664882,67.2649021303297,1,255,0.8630443609487585,0.8630443609487585,none,0.19148936170212766,0.1,0,siskin37
81,1,197.10513692844566,78.85294140738489,1,178,0,0,none,0.19148936170212766,0.1,0,siskin37
82,1,194.02763025398482,74.02941465578313,1,243,0.6615258269124986,0.6615258269124986,none,0.19148936170212766,0.1,0,siskin37
83,1,202.98518812357474,59.125462238855164,1,291,1,1,none,0.19148936170212766,0.1,0,siskin37
84,1,209.9086748247557,80.20396767872732,1,297,1,1,none,0.19148936170212766,0.1,0,siskin37
85,1,205.21689796232937,87.98866008838515,1,326,1,1,none,0.19148936170212766,0.1,0,siskin37
86,1,210.80559173835056,76.27951495444132,1,326,1,1,none,0.19148936170212766,0.1,0,siskin37
87,1,189.3583038826967,78.7784513879476,1,303,1,1,none,0.19148936170212766,0.1,0,siskin37
88,3,191.02545877463314,83.67909543201196,1,307,1,1,none,0.19148936170212766,0.1,0,siskin37
88,3,191.02545877463314,83.67909543201196,1,208,0.20285282886642136,0.20285282886642136,none,0.19148936170212766,0.1,0,siskin37
88,3,191.02545877463314,83.67909543201196,1,188,0,0,none,0.19148936170212766,0.1,0,siskin37
89,1,187.93851770345793,79.77283399227156,1,326,1,1,none,0.19148936170212766,0.1,0,siskin37
90,1,204.29800006253208,70.43931899762678,1,264,0.8475663988102919,0.8475663988102919,none,0.19148936170212766,0.1,0,siskin37
91,2,201.26590328271553,88.05920869075445,1,304,1,1,none,0.19148936170212766,0.1,0,siskin37
91,2,201.26590328271553,88.05920869075445,1,305,1,1,none,0.19148936170212766,0.1,0,siskin37
92,1,190.58886936342734,87.58244106138852,1,222,0.3586464393537044,0.3586464393537044,none,0.19148936170212766,0.1,0,siskin37
93,1,190.53761653241475,63.23173340065906,1,300,1,1,none,0.19148936170212766,0.1,0,siskin37
94,1,185.92487953672364,81.3161262011723,1,203,0.2099844306531931,0.2099844306531931,none,0.19148936170212766,0.1,0,siskin37
95,1,198.21633247592422,90.86150347388686,1,271,0.8010396564150344,0.8010396564150344,none,0.19148936170212766,0.1,0,siskin37
96,1,200.65692296450743,79.70299536443392,1,245,0.5563539592550859,0.5563539592550859,none,0.19148936170212766,0.1,0,siskin37
97,2,192.8077896805579,64.03327041023212,1,279,1,1,none,0.19148936170212766,0.1,0,siskin37
97,2,192.8077896805579,64.03327041023212,1,281,1,1,none,0.19148936170212766,0.1,0,siskin37
98,1,210.83233937141108,78.21800536494494,1,307,1,1,none,0.19148936170212766,0.1,0,siskin37
99,1,204.75953040225338,83.05239285712352,1,324,1,1,none,0.19148936170212766,0.1,0,siskin37
100,3,210.54386404277108,80.36479218783113,1,183,0,0,none,0.19148936170212766,0.1,0,siskin37
100,3,210.54386404277108,80.36479218783113,1,327,1,1,none,0.19148936170212766,0.1,0,siskin37
100,3,210.54386404277108,80.36479218783113,1,213,0.03056233818770246,0.03056233818770246,none,0.19148936170212766,0.1,0,siskin37
101,1,193.70695601021333,68.83409752197721,1,288,1,1,none,0.19148936170212766,0.1,0,siskin37
102,1,204.489267755801,88.44949113715069,1,177,0,0,none,0.19148936170212766,0.1,0,siskin37
103,2,217.44184397299782,65.84865189740134,1,284,1,1,none,0.19148936170212766,0.1,0,siskin37
103,2,217.44184397299782,65.84865189740134,1,219,0.023662686814453604,0.023662686814453604,none,0.19148936170212766,0.1,0,siskin37
104,2,194.3924573043705,78.13834780526754,1,215,0.2637314874763742,0.2637314874763742,none,0.19148936170212766,0.1,0,siskin37
104,2,194.3924573043705,78.13834780526754,1,286,1,1,none,0.19148936170212766,0.1,0,siskin37
105,1,191.34790295458302,93.70845202195301,1,232,0.4338146257702928,0.4338146257702928,none,0.19148936170212766,0.1,0,siskin37
106,1,179.95705395100276,67.5965917303284,1,228,0.7107303019161234,0.7107303019161234,none,0.19148936170212766,0.1,0,siskin37
107,1,190.57686395196168,85.0307802055793,1,317,1,1,none,0.19148936170212766,0.1,0,siskin37
108,1,184.95216226661688,81.76255305924236,1,195,0.12289045972063516,0.12289045972063516,none,0.19148936170212766,0.1,0,siskin37
109,3,196.2812659123387,71.93321156484298,1,279,1,1,none,0.19148936170212766,0.1,0,siskin37
109,3,196.2812659123387,71.93321156484298,1,221,0.3436345124863361,0.3436345124863361,none,0.19148936170212766,0.1,0,siskin37
109,3,196.2812659123387,71.93321156484298,1,184,0,0,none,0.19148936170212766,0.1,0,siskin37
110,1,196.18229465773518,80.33127201023274,1,233,0.4583234451656002,0.4583234451656002,none,0.19148936170212766,0.1,0,siskin37
111,1,191.73086279588466,75.37747104584913,1,165,0,0,none,0.19148936170212766,0.1,0,siskin37
112,1,207.08349986197072,64.80421041445774,1,305,1,1,none,0.19148936170212766,0.1,0,siskin37
113,2,196.48774992959753,76.62983717544049,1,257,0.7896695634608026,0.7896695634608026,none,0.19148936170212766,0.1,0,siskin37
113,2,196.48774992959753,76.62983717544049,1,216,0.25462992992833944,0.25462992992833944,none,0.19148936170212766,0.1,0,siskin37
114,1,184.6939199216064,81.10160636107969,1,300,1,1,none,0.19148936170212766,0.1,0,siskin37
115,1,197.2868594924365,72.89466721530242,1,276,1,1,none,0.19148936170212766,0.1,0,siskin37
116,1,191.7395887412247,69.00118850075111,1,308,1,1,none,0.19148936170212766,0.1,0,siskin37
117,1,216.9514561653289,81.66561002479793,1,329,1,1,none,0.19148936170212766,0.1,0,siskin37
118,1,204.9597155252448,80.76030454436147,1,213,0.09955738181173752,0.09955738181173752,none,0.19148936170212766,0.1,0,siskin37
119,1,190.87621394443158,90.19501965359026,1,207,0.17876581342844244,0.17876581342844244,none,0.19148936170212766,0.1,0,siskin37
120,1,203.23654917178786,78.67034017038215,1,161,0,0,none,0.19148936170212766,0.1,0,siskin37
121,1,208.29068317132777,70.97341295762277,1,272,0.8976504605564364,0.8976504605564364,none,0.19148936170212766,0.1,0,siskin37
122,1,195.45881561902783,87.02923212861981,1,330,1,1,none,0.19148936170212766,0.1,0,siskin37
123,1,196.24364205312128,67.95452860356578,1,313,1,1,none,0.19148936170212766,0.1,0,siskin37
124,1,191.8135841021789,78.35337603261485,1,247,0.7043272248390365,0.7043272248390365,none,0.19148936170212766,0.1,0,siskin37
125,1,190.80485918440002,61.46754190193357,1,212,0.3448184222075302,0.3448184222075302,none,0.19148936170212766,0.1,0,siskin37
126,2,189.02040698228458,71.6063944842175,1,170,0,0,none,0.19148936170212766,0.1,0,siskin37
126,2,189.02040698228458,71.6063944842175,1,218,0.40470677551154594,0.40470677551154594,none,0.19148936170212766,0.1,0,siskin37
127,1,192.4247128298737,84.19778867683364,1,289,1,1,none,0.19148936170212766,0.1,0,siskin37
128,1,197.76949966878956,76.10151591395942,1,311,1,1,none,0.19148936170212766,0.1,0,siskin37
129,1,194.97426819994718,82.40048224862429,1,300,1,1,none,0.19148936170212766,0.1,0,siskin37
130,2,198.9281216774608,78.43893926925604,1,213,0.17939914095771858,0.17939914095771858,none,0.19148936170212766,0.1,0,siskin37
130,2,198.9281216774608,78.43893926925604,1,238,0.49811839230025545,0.49811839230025545,none,0.19148936170212766,0.1,0,siskin37
131,1,198.38402532559022,67.42526597290156,1,299,1,1,none,0.19148936170212766,0.1,0,siskin37
132,2,192.0599487868251,75.316621641339,1,329,1,1,none,0.19148936170212766,0.1,0,siskin37
132,2,192.0599487868251,75.316621641339,1,236,0.5834044365720402,0.5834044365720402,none,0.19148936170212766,0.1,0,siskin37
133,1,200.7778533391867,75.47939616292292,1,262,0.8111107106456547,0.8111107106456547,none,0.19148936170212766,0.1,0,siskin37
134,1,190.61535704214992,82.2969292877233,1,171,0,0,none,0.19148936170212766,0.1,0,siskin37
135,1,190.35546023666686,74.93227588810453,1,201,0.14205547125284845,0.14205547125284845,none,0.19148936170212766,0.1,0,siskin37
136,2,188.34828701943422,82.5337522157634,1,299,1,1,none,0.19148936170212766,0.1,0,siskin37
136,2,188.34828701943422,82.5337522157634,1,313,1,1,none,0.19148936170212766,0.1,0,siskin37
137,1,199.09273339087306,75.88328350731595,1,172,0,0,none,0.19148936170212766,0.1,0,siskin37
138,1,198.00732625341456,84.51385392476213,1,202,0.04724283133674023,0.04724283133674023,none,0.19148936170212766,0.1,0,siskin37
139,1,202.28705743006046,78.43358093733829,1,227,0.3150811460423191,0.3150811460423191,none,0.19148936170212766,0.1,0,siskin37
140,1,204.1176078691959,83.48855323883063,1,306,1,1,none,0.19148936170212766,0.1,0,siskin37
141,1,192.58450182335352,90.5134332922825,1,290,1,1,none,0.19148936170212766,0.1,0,siskin37
142,1,192.62455370355838,79.83367105943717,1,328,1,1,none,0.19148936170212766,0.1,0,siskin37
143,1,200.88082533126007,74.63737095085229,1,267,0.8858722356696959,0.8858722356696959,none,0.19148936170212766,0.1,0,siskin37
144,2,199.27623260617904,79.54711542183497,1,220,0.2605219219317219,0.2605219219317219,none,0.19148936170212766,0.1,0,siskin37
144,2,199.27623260617904,79.54711542183497,1,201,0.02166976620937037,0.02166976620937037,none,0.19148936170212766,0.1,0,siskin37
145,1,194.95942432160209,85.38530505491677,1,254,0.6914606165595488,0.6914606165595488,none,0.19148936170212766,0.1,0,siskin37
146,1,192.1386275119177,78.64510037909122,1,269,0.977319275041791,0.977319275041791,none,0.19148936170212766,0.1,0,siskin37
147,1,188.1445069733849,68.10875418847426,1,170,0,0,none,0.19148936170212766,0.1,0,siskin37
148,1,176.50193113883412,74.79985556286442,1,275,1,1,none,0.19148936170212766,0.1,0,siskin37
149,1,207.98161676525385,74.89101480426882,1,259,0.6812350369144428,0.6812350369144428,none,0.19148936170212766,0.1,0,siskin37
150,1,208.2727577920048,58.44491672325181,1,250,0.7139584509219495,0.7139584509219495,none,0.19148936170212766,0.1,0,siskin37
151,1,193.5453877324863,85.27346999398029,1,225,0.3688675067372559,0.3688675067372559,none,0.19148936170212766,0.1,0,siskin37
152,2,202.59095435155098,85.53215758281232,1,297,1,1,none,0.19148936170212766,0.1,0,siskin37
152,2,202.59095435155098,85.53215758281232,1,257,0.6361238531340698,0.6361238531340698,none,0.19148936170212766,0.1,0,siskin37
153,1,200.17514364978527,72.25226503777574,1,170,0,0,none,0.19148936170212766,0.1,0,siskin37
154,1,191.8329658142018,78.61189698869825,1,229,0.4727914680794635,0.4727914680794635,none,0.19148936170212766,0.1,0,siskin37
155,1,199.55337536128542,94.11708547952958,1,185,0,0,none,0.19148936170212766,0.1,0,siskin37
156,1,199.53338836682326,76.69476011705657,1,171,0,0,none,0.19148936170212766,0.1,0,siskin37
157,1,195.90539373385792,72.90153022860588,1,208,0.16590332504977062,0.16590332504977062,none,0.19148936170212766,0.1,0,siskin37
158,1,187.78324478361816,81.72303451596152,1,195,0.08830747975923875,0.08830747975923875,none,0.19148936170212766,0.1,0,siskin37
159,1,192.42065160169983,70.05360964617354,1,264,1,1,none,0.19148936170212766,0.1,0,siskin37
160,1,183.81828855032393,73.82367407570659,1,164,0,0,none,0.19148936170212766,0.1,0,siskin37
161,1,200.7540993138204,71.05771814350516,1,296,1,1,none,0.19148936170212766,0.1,0,siskin37
162,1,209.73807536589825,79.15219727009111,1,253,0.5465663130800911,0.5465663130800911,none,0.19148936170212766,0.1,0,siskin37
163,1,195.21658569459814,73.95267922095121,1,195,0,0,none,0.19148936170212766,0.1,0,siskin37
164,1,199.58027468841883,68.31793091265833,1,284,1,1,none,0.19148936170212766,0.1,0,siskin37
165,2,197.30698267094476,76.7190428192239,1,330,1,1,none,0.19148936170212766,0.1,0,siskin37
165,2,197.30698267094476,76.7190428192239,1,211,0.1784826403702746,0.1784826403702746,none,0.19148936170212766,0.1,0,siskin37
166,1,210.35033036088717,63.613387389602536,1,190,0,0,none,0.19148936170212766,0.1,0,siskin37
167,1,183.7802559493426,79.22994735438027,1,228,0.5581190639048517,0.5581190639048517,none,0.19148936170212766,0.1,0,siskin37
168,1,202.58916604370594,78.52724156411632,1,327,1,1,none,0.19148936170212766,0.1,0,siskin37
169,1,182.75851547073242,77.07296654803588,1,176,0,0,none,0.19148936170212766,0.1,0,siskin37
170,3,194.46746557664,81.93941664282796,1,270,0.9218095212052166,0.9218095212052166,none,0.19148936170212766,0.1,0,siskin37
170,3,194.46746557664,81.93941664282796,1,231,0.44584811462112894,0.44584811462112894,none,0.19148936170212766,0.1,0,siskin37
170,3,194.46746557664,81.93941664282796,1,229,0.4214398373604065,0.4214398373604065,none,0.19148936170212766,0.1,0,siskin37
171,1,205.2237324157761,80.59563464594892,1,188,0,0,none,0.19148936170212766,0.1,0,siskin37
172,1,187.85877866971103,77.67311432774903,1,292,1,1,none,0.19148936170212766,0.1,0,siskin37
173,1,199.36397041319978,73.94370642983758,1,322,1,1,none,0.19148936170212766,0.1,0,siskin37
174,1,193.68181506585756,74.52075800981999,1,160,0,0,none,0.19148936170212766,0.1,0,siskin37
175,1,200.28784268387608,89.81169203110122,1,317,1,1,none,0.19148936170212766,0.1,0,siskin37
176,1,190.15410584947145,77.52222987031448,1,160,0,0,none,0.19148936170212766,0.1,0,siskin37
177,2,207.38384754569776,78.61440705228307,1,294,1,1,none,0.19148936170212766,0.1,0,siskin37
177,2,207.38384754569776,78.61440705228307,1,264,0.7201752780078754,0.7201752780078754,none,0.19148936170212766,0.1,0,siskin37
178,2,207.4623519147446,72.47531719605591,1,281,1,1,none,0.19148936170212766,0.1,0,siskin37
178,2,207.4623519147446,72.47531719605591,1,179,0,0,none,0.19148936170212766,0.1,0,siskin37
179,1,195.82782569986423,74.64657494041242,1,179,0,0,none,0.19148936170212766,0.1,0,siskin37
180,3,217.91143936410242,83.04185703935268,1,326,1,1,none,0.19148936170212766,0.1,0,siskin37
180,3,217.91143936410242,83.04185703935268,1,308,1,1,none,0.19148936170212766,0.1,0,siskin37
180,3,217.91143936410242,83.04185703935268,1,192,0,0,none,0.19148936170212766,0.1,0,siskin37
181,1,203.03062492874818,66.95813014077862,1,311,1,1,none,0.19148936170212766,0.1,0,siskin37
182,1,196.18238871689786,76.749535618554,1,316,1,1,none,0.19148936170212766,0.1,0,siskin37
183,1,193.69605309988876,83.02042441431234,1,301,1,1,none,0.19148936170212766,0.1,0,siskin37
184,1,200.43572133823074,63.10250160447883,1,265,1,1,none,0.19148936170212766,0.1,0,siskin37
185,1,191.5689376544367,73.21780070045926,1,300,1,1,none,0.19148936170212766,0.1,0,siskin37
186,2,206.52525458233052,82.08878774235477,1,191,0,0,none,0.19148936170212766,0.1,0,siskin37
186,2,206.52525458233052,82.08878774235477,1,234,0.33469547027423735,0.33469547027423735,none,0.19148936170212766,0.1,0,siskin37
187,1,193.88769312976655,85.44194278410549,1,209,0.1768722289990432,0.1768722289990432,none,0.19148936170212766,0.1,0,siskin37
188,1,199.85773329027563,90.1134234863388,1,182,0,0,none,0.19148936170212766,0.1,0,siskin37
189,1,190.50313874774972,75.77542049706027,1,250,0.7851736204427725,0.7851736204427725,none,0.19148936170212766,0.1,0,siskin37
190,5,192.69288314844562,67.13300569079158,1,223,0.4514488296732335,0.4514488296732335,none,0.19148936170212766,0.1,0,siskin37
190,5,192.69288314844562,67.13300569079158,1,255,0.9281145125325567,0.9281145125325567,none,0.19148936170212766,0.1,0,siskin37
190,5,192.69288314844562,67.13300569079158,1,297,1,1,none,0.19148936170212766,0.1,0,siskin37
190,5,192.69288314844562,67.13300569079158,1,291,1,1,none,0.19148936170212766,0.1,0,siskin37
190,5,192.69288314844562,67.13300569079158,1,311,1,1,none,0.19148936170212766,0.1,0,siskin37
191,1,213.39120442645194,77.71241952539195,1,285,0.9214588351627686,0.9214588351627686,none,0.19148936170212766,0.1,0,siskin37
